X,Y,featuretype,descripton,class,facility_name,facility_operationalstatus,abs_suburb,facility_state,facility_date,facility_revised
150.177129,-35.708137,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BATEMANS BAY POLICE STATION,OPERATIONAL,BATEMANS BAY,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.577325,-33.4145609999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BATHURST POLICE STATION,OPERATIONAL,BATHURST,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
148.143767,-35.521509,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BATLOW POLICE STATION,OPERATIONAL,BATLOW,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.839944,-36.6768049999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BEGA POLICE STATION,OPERATIONAL,BEGA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.791494,-29.918528,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BELLATA POLICE STATION,OPERATIONAL,BELLATA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
152.509559,-30.8193219999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BELLBROOK POLICE STATION,OPERATIONAL,BELLBROOK,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
152.897756,-30.4521119999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BELLINGEN POLICE STATION,OPERATIONAL,BELLINGEN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
145.318379869,-42.1530810149999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,STRAHAN POLICE STATION,OPERATIONAL,STRAHAN,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
148.074662994,-42.124566192,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SWANSEA POLICE STATION,OPERATIONAL,SWANSEA,Tasmania,2002/11/05 00:00:00+00,2014/12/12 00:00:00+00
147.909912461,-42.5086169809999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TRIABUNNA POLICE STATION,OPERATIONAL,TRIABUNNA,Tasmania,2004/04/06 00:00:00+00,2014/12/12 00:00:00+00
146.173129172,-41.156514312,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ULVERSTONE POLICE STATION,OPERATIONAL,ULVERSTONE,Tasmania,1999/09/22 00:00:00+00,2014/12/12 00:00:00+00
146.842600363,-41.525836903,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WESTBURY POLICE STATION,OPERATIONAL,WESTBURY,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
148.016522223,-40.120552748,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WHITEMARK POLICE STATION,OPERATIONAL,WHITEMARK,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
147.238668061,-43.15967267,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WOODBRIDGE POLICE STATION,OPERATIONAL,WOODBRIDGE,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
145.72658906,-40.9903122489999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WYNYARD POLICE STATION,OPERATIONAL,WYNYARD,Tasmania,2002/12/13 00:00:00+00,2014/12/12 00:00:00+00
151.660332,-33.0345199999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BELMONT POLICE STATION,OPERATIONAL,BELMONT,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.572886,-36.630153,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BEMBOKA POLICE STATION,OPERATIONAL,BEMBOKA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.155781,-30.87774,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BENDEMEER POLICE STATION,OPERATIONAL,BENDEMEER,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.658244,-32.8010839999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BERESFIELD POLICE STATION,OPERATIONAL,BERESFIELD,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.077844,-36.427763,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BERMAGUI SOUTH POLICE STATION,OPERATIONAL,BERMAGUI,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
148.826367,-36.3626149999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BERRIDALE POLICE STATION,OPERATIONAL,BERRIDALE,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
145.812609,-35.658092,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BERRIGAN POLICE STATION,OPERATIONAL,BERRIGAN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.692824,-34.777208,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BERRY POLICE STATION,OPERATIONAL,BERRY,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.14893,-34.086219,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BIGGA POLICE STATION,OPERATIONAL,BIGGA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
148.628484,-34.6703439999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BINALONG POLICE STATION,OPERATIONAL,BINALONG,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.570913,-29.8672119999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BINGARA POLICE STATION,OPERATIONAL,BINGARA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.378959,-31.5493939999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BINNAWAY POLICE STATION,OPERATIONAL,BINNAWAY,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.286521,-33.635526,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BLACKHEATH POLICE STATION,OPERATIONAL,BLACKHEATH,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.905206,-33.7685769999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BLACKTOWN POLICE STATION,OPERATIONAL,BLACKTOWN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.254087,-33.5360039999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BLAYNEY POLICE STATION,OPERATIONAL,BLAYNEY,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.051827,-36.091281,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BODALLA POLICE STATION,OPERATIONAL,BODALLA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
153.610208,-28.6420469999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BYRON BAY POLICE STATION,OPERATIONAL,BYRON BAY,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.935181,-33.895725,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CABRAMATTA POLICE STATION,OPERATIONAL,CABRAMATTA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
150.817238,-34.0625949999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAMPBELLTOWN POLICE STATION,OPERATIONAL,CAMPBELLTOWN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.098481,-33.9109839999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAMPSIE POLICE STATION,OPERATIONAL,CAMPSIE,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
148.665045,-33.5683549999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CANOWINDRA POLICE STATION,OPERATIONAL,CANOWINDRA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.448402,-35.588117,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CAPTAINS FLAT POLICE STATION,OPERATIONAL,CAPTAINS FLAT,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.141224,-33.611216,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CARCOAR POLICE STATION,OPERATIONAL,CARCOAR,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
147.688494,-30.4655509999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CARINDA POLICE STATION,OPERATIONAL,CARINDA,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
145.431653,-34.407958,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CARRATHOOL POLICE STATION,OPERATIONAL,CARRATHOOL,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
153.047259,-28.8664239999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CASINO POLICE STATION,OPERATIONAL,CASINO,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
149.981401,-32.007235,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CASSILIS POLICE STATION,OPERATIONAL,CASSILIS,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.004233,-33.7307959999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CASTLE HILL POLICE STATION,OPERATIONAL,CASTLE HILL,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.357808,-32.8321359999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CESSNOCK POLICE STATION,OPERATIONAL,CESSNOCK,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.696852,-32.9642009999999,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHARLESTOWN POLICE STATION,OPERATIONAL,CHARLESTOWN,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
151.186343,-33.796792,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CHATSWOOD POLICE STATION,OPERATIONAL,CHATSWOOD,New South Wales,2017/10/05 00:00:00+00,2018/09/14 00:00:00+00
